Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP, Gender
44,down,Coldplay,Higher Power,29,29,4,46,2021-05-16,46,2021-05-16,2
45,down,Regard & Troye Sivan & Tate McRae,You,37,27,5,,,,,3
46,down,Tessa,Mums,33,17,8,,,,,1
47,down,J. Cole,m y . l i f e,15,15,3,86,2021-05-16,86,2021-05-16,2
48,down,Joel Corry,Head & Heart (feat. MNEK),45,4,45,99,2020-07-26,16,2020-09-20,2
49,down,Benny Jamz & Gilli & Kesi,No Love (feat. B.O.C),35,9,7,,,,,2
50,-,Måneskin,I WANNA BE YOUR SLAVE,-,6,1,,,,,3
51,down,Dua Lipa,We're Good,43,13,16,25,2021-02-21,11,2021-04-25,1
52,down,HVME,Goosebumps,44,17,21,85,2021-01-10,69,2021-01-17,2
53,down,J. Cole,p r i d e . i s . t h e . d e v i l,19,19,3,,,,,2
54,down,Lord Siva,Solhverv,48,2,49,,,,,2
55,down,Benjamin Hav,Den Dejligste Boy,46,15,17,,,,,2
56,down,andreas odbjerg,føler mig selv 100,40,21,10,,,,,2
57,up,Olivia Rodrigo, jealousy jealousy,88,57,2,,,,,1
58,up,Gjon's Tears,Tout l'univers,94,58,2,,,,,2
59,up,Olivia Rodrigo,hope ur ok,96,59,2,,,,,1
60,down,AURORA,Runaway,41,30,7,26,2021-04-18,13,2021-04-25,1
61,-,Barbara Pravi,Voilà,-,61,1,,,,,1
62,down,L.O.C.,Hva' Du Værd (feat. Smiley),39,39,3,,,,,2
63,down,J. Cole,a m a r i,28,28,3,,,,,2
64,down,Harry Styles,Watermelon Sugar,60,4,62,85,2019-11-17,2,2020-08-23,2
65,down,Tones and I,Dance Monkey,52,1,79,6,2019-10-06,1,2019-11-10,1
66,-,Benny Jamz & Gilli & Kesi,Hajde (feat. B.O.C),-,5,1,,,,,2
67,-,Artigeardit,Advokat,-,21,1,,,,,2
68,down,Giveon,HEARTBREAK ANNIVERSARY,50,25,10,37,2021-02-21,8,2021-03-21,2
69,-,Artigeardit & Barselona,Stå Op Gå Ned,-,9,12,,,,,2
70,-,Blind Channel,Dark Side,-,70,1,,,,,2
71,-,Lil Nas X,SUN GOES DOWN,-,67,1,,,,,2
72,up,NODE,EH PAPA,87,72,2,,,,,2
73,-,MØ,Live to Survive,-,16,1,,,,,1
74,down,RH,MCQUEEN (feat. Branco),51,7,19,,,,,2
75,-,Artigeardit,Bruser (feat. Lamin),-,69,1,,,,,2
76,-,Toornat,Qarlitit Piikkit,-,68,1,,,,,2
77,-,Artigeardit,Gamle Vaner,-,77,1,,,,,2
78,-,Artigeardit,Leve Med Hinanden (feat. Fraads),-,74,1,,,,,2
79,up,Drew Sycamore,I Wanna Be Dancing,95,39,22,,,,,1
80,-,Go_A,SHUM,-,80,1,,,,,1
81,-,Drew Sycamore,Jungle,-,39,1,,,,,1
82,down,ATB &Topic & A7S,Your Love (9PM),71,58,12,89,2021-02-21,25,2021-04-04,2
83,-,Artigeardit,Beundrer,-,70,1,,,,,2
84,-,Artigeardit,DNGIDK,-,84,1,,,,,2
85,-,Artigeardit,E20,-,83,1,,,,,2
86,down,Kesi,Blå Himmel (feat. Hans Philip),61,1,44,,,,,2
87,down,Volbeat,For Evigt (feat. Johan Olsen),73,48,21,,,,,2
88,-,Elena Tsagkrinou,El Diablo,-,88,1,,,,,1
89,-,Artigeardit & JOSVA,Skar Mig Ned,-,89,1,,,,,2
90,down,KEWAN LIGGER BEATET NORMAL & Carmon,NO FUGAZI,56,56,3,,,,,2
91,down,Lady Gaga & Bradley Cooper,Shallow,59,14,76,25,2019-10-06,25,2019-10-06,3
92,down,Nicki Minaj & Drake & Lil Wayne,Seeing Green,72,72,2,,,,,3
93,-,Tusse,Voices (French Version),-,93,1,,,,,2
94,down,The Kid LAROI & Miley Cyrus,WITHOUT YOU (Miley Cyrus Remix),54,37,4,,,,,3
95,-,Liss,Try,-,95,1,,,,,2
96,-,Artigeardit,Luft I Dæk,-,96,1,,,,,2
97,down,DJ Khaled,LET IT GO (feat. Justin Bieber & 21 Savage),42,22,5,80,2021-05-09,80,2021-05-09,2
98,down,Gobs,Bodyguard (feat. Branco),89,89,2,,,,,2
99,down,The Kid LAROI,WITHOUT YOU,63,2,25,32,2020-12-13,12,2021-02-28,2
100,down,Dua Lipa,Don't Start Now,58,2,74,19,2019-11-03,3,2020-01-05,1
