Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,Gender
54,down,Drake & 21 Savage,Rich Flex,44,3,13,,,,,2
55,down,ICEKIID & Outlandish,Guantanamo (ICEKIID x Outlandish),45,20,11,,,,,2
56,down,D1MA,DRØM MIG VÆK,52,14,39,,,,,2
57,up,Bizarrap & Shakira,Shakira: Bzrp Music Sessions Vol. 53,66,57,2,,,,,3
58,up,Lukas Graham,All Of It All,83,13,19,,,,,2
59,down,Rosa Linn,SNAP,51,46,19,,,,,1
60,up,The Minds Of 99,Alle Skuffer Over Tid,92,13,94,,,,,2
61,down,Jimilian,Wow Wow (feat. Branco),34,34,3,,,,,2
62,down,Artigeardit & Lamin,Vågen,57,7,32,,,,,2
63,-,Artigeardit,Ensom,-,10,1,,,,,2
64,down,Ed Sheeran,Thinking Out Loud,49,28,27,,,,,2
65,down,Ed Sheeran,Shape of You,53,21,85,94,2020-01-05,94,2020-01-05,2
66,down,The Kid LAROI & Justin Bieber,Stay,55,1,75,,,,,2
67,-,Artigeardit,Sidste Gang,-,19,1,,,,,2
68,-,Artigeardit,Snubler,-,6,1,,,,,2
69,-,Artigeardit,Chart,-,14,1,,,,,2
70,down,Bruno Mars,When I Was Your Man,60,60,2,,,,,2
71,up,Lukas Graham,Stay Above,87,71,2,,,,,2
72,up,The Weeknd,Starboy (feat. Daft Punk),75,56,15,,,,,2
73,up,Lukas Graham,Lie,85,6,27,,,,,2
74,down,Oliver Tree & Robin Schulz,Miss You,59,52,10,,,,,2
75,-,Artigeardit,Til Mig Selv,-,21,1,,,,,2
76,down,andreas odbjerg,i morgen er der også en dag,54,7,91,,,,,2
77,down,Frank Ocean,Lost,64,12,20,,,,,2
78,up,Lukas Graham,Share That Love (feat. G-Eazy),89,8,32,,,,,2
79,-,Artigeardit,Solskin,-,30,1,,,,,2
80,-,Artigeardit,Alting Altid,-,33,1,,,,,2
81,down,Artigeardit & Kesi,Er Her,69,2,73,,,,,2
82,-,Artigeardit,Sig Hvad Du Vil,-,37,1,,,,,2
83,up,Lukas Graham,This Is Me Letting You Go,88,83,2,,,,,2
84,up,Lukas Graham,By The Way,93,84,2,,,,,2
85,down,The Weeknd,Die For You,73,68,4,,,,,2
86,-,Suspekt,Pariz,-,60,1,,,,,2
87,down,Tobias Rahim,Når Mænd Græder,58,9,33,,,,,2
88,down,Blæst,Sover Du Nu,68,19,14,,,,,3
89,down,Ed Sheeran,Photograph,76,67,9,,,,,2
90,-,Hans Philip,Rose,-,33,2,,,,,2
91,-,Stepz,Præcis,-,84,1,,,,,2
92,-,Lukas Graham,Say Forever,-,92,1,,,,,2
93,-,Miley Cyrus,Malibu,-,93,1,,,,,1
94,down,Adele,Easy On Me,71,1,53,,,,,1
95,down,Miley Cyrus,Midnight Sky,84,15,28,14,2020-08-23,12,2020-10-25,1
96,down,Pil,Dronning Af Månen,82,7,3,,,,,1
97,down,Volbeat,For Evigt (feat. Johan Olsen),78,48,70,,,,,2
98,down,Coldplay,Viva La Vida,62,14,13,,,,,2
99,down,Harry Styles,Late Night Talking,67,4,31,,,,,2
100,down,Lizzo,About Damn Time,72,7,35,,,,,1
