Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP, Gender
40,up,Branco,HONEY (IM HOME),57,40,2,,,,,2
41,down,Måneskin,I WANNA BE YOUR SLAVE,37,6,19,,,,,3
42,down,Kanye West,Hurricane,26,1,5,,,,,2
43,up,L.O.C.,Milkshake,88,43,2,,,,,2
44,down,The Minds Of 99,Alle Skuffer Over Tid,34,13,40,,,,,2
45,down,Olivia Rodrigo,traitor,42,13,20,,,,,1
46,up,Branco & ICEKIID,KODA,60,46,2,,,,,2
47,down,NODE & Larry 44,Yellow,35,35,3,,,,,2
48,up,Justin Bieber,Peaches (feat. Daniel Caesar & GIVĒON),50,1,29,56,2021-03-21,1,2021-03-28,2
49,down,MØ,Live to Survive,44,16,19,,,,,1
50,up,Ed Sheeran,Shape of You,75,21,46,94,2020-01-05,94,2020-01-05,2
51,down,Gobs & Jimilian,Du & Jeg (Gobs x Jimilian),45,45,9,,,,,2
52,down,Rasmus Seebach,Så Længe Vi Danser,48,33,15,,,,,2
53,up,Ed Sheeran,Perfect,83,23,7,73,2019-10-06,58,2019-10-20,2
54,-,Malte Ebert,Super Ligeglad (Superliga),-,54,1,,,,,2
55,down,ABBA,I Still Have Faith In You,36,7,5,,,,,3
56,down,KIDD,Buongiorno,46,6,33,,,,,2
57,down,Branco & Sivas,SIRI,56,56,2,,,,,2
58,down,Doja Cat,Kiss Me More (feat. SZA),39,1,26,9,2021-04-18,1,2021-05-16,1
59,down,The Minds Of 99,Emil,41,29,15,,,,,2
60,up,ICEKIID,Errudumellahvad,87,2,53,,,,,2
61,up,A36,Samma gamla vanliga (feat. Branco & Kamelen) [Remix],77,35,3,,,,,2
62,down,Scarlet Pleasure,What a Life,43,4,54,,,,,2
63,down,Justin Wellington,Iko Iko (feat. Small Jam),47,34,13,,,,,2
64,up,Dua Lipa,Levitating (feat. DaBaby),84,7,44,93,2020-10-25,3,2021-05-16,3
65,up,The Weeknd,Save Your Tears,74,1,43,80,2020-03-22,1,2021-03-21,2
66,down,Galantis & David Guetta & Little Mix,Heartbreak Anthem,55,31,14,,,,,3
67,up,Ed Sheeran,Thinking Out Loud,98,28,4,,,,,2
68,-,Volbeat,For Evigt (feat. Johan Olsen),-,48,35,,,,,2
69,up,Lady Gaga & Bradley Cooper,Shallow,71,14,93,25,2019-10-06,25,2019-10-06,3
70,down,Branco,COSA NOSTRA,68,68,2,,,,,2
71,down,Branco & BackRoad Gee,BIRTHDAY,65,65,2,,,,,2
72,down,Josef,Lige Nu,49,49,6,,,,,2
73,down,RH,KOMFORTABELT (feat. Branco),51,40,6,,,,,2
74,-,Billie Eilish,No Time To Die,-,2,13,78,2020-02-16,7,2020-02-23,1
75,-,PinkPantheress,Pain,-,75,1,,,,,1
76,up,Tones and I,Dance Monkey,80,1,94,6,2019-10-06,1,2019-11-10,1
77,-,Toornat,Inuiaat,-,33,1,,,,,2
78,up,Riton & Nightcrawlers,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],85,20,33,72,2021-03-07,18,2021-05-16,2
79,down, Branco & Miklo & Sami,MOTIVATION MANSION (INTRO),67,67,2,,,,,2
80,down,Lord Siva,Solhverv,52,2,67,,,,,2
81,-,NODE & Larry 44,Two Tone,-,37,1,,,,,2
82,down,Burhan G & Tessa,LUFTKYS,66,51,5,,,,,3
83,up,Joel Corry,Head & Heart (feat. MNEK),89,4,60,99,2020-07-26,16,2020-09-20,2
84,-,Alex Vargas,Liv,-,84,1,,,,,2
85,-,Jimilian,Too Late,-,49,1,,,,,2
86,-,Branco & Mastermind, 9 mm,66,51,5,,,,,2
87,-,Tiesto,The Business,-,10,41,52,2021-01-03,18,2021-04-04,2
88,up,Harry Styles,Watermelon Sugar,93,4,78,85,2019-11-17,2,2020-08-23,2
89,-,Alex Vargas,Suk,-,89,1,,,,,2
90,-,Ed Sheeran,Photograph,-,67,1,,,,,2
91,up,Dua Lipa,Levitating,99,60,6,74,2020-04-05,74,2020-04-05,1
92,-,PinkPantheress,Just for me,-,63,1,,,,,1
93,-,Beyoncé,Crazy in Love (feat. Jay-Z),-,93,1,,,,,3
94,up,P!nk & Willow Sage Hart,Cover Me In Sunshine,95,26,9,96,2021-04-11,41,2021-05-16,1
95,-,KEWAN LIGGER BEATET NORMAL & Shooter Gang & Baloosh,Fortjener,-,95,1,,,,,2
96,-,THE ANXIETY & WILLOW & Tyler Cole,Meet Me At Our Spot,-,85,1,,,,,3
97,down,The Minds Of 99,Hurtige Hænder (Acoustic Version - Moyo Live P3),61,36,4,,,,,2
98,-,CKay,love nwantiti (feat. ElGrande Toto) [North African Remix],-,83,1,,,,,2
99,down,Benny Jamz & Gilli & Kesi,Hajde (feat. B.O.C),69,5,19,,,,,2
100,-,andreas odbjerg,føler mig selv 100,-,21,24,,,,,2
