Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,Gender
73,-,Skinz,00'er Pige,-,48,1,,,,,2
74,down,Käärijä,Cha Cha Cha,46,26,3,,,,,2
75,down,Ed Sheeran,Bad Habits,69,1,97,,,,,2
76,up,Tessa & Suspekt,Toxic,86,76,2,,,,,3
77,-,Taylor Swift,Hits Different,-,77,1,,,,,1
78,up,D1MA,DRØM MIG VÆK,92,14,55,,,,,2
79,-,Taylor Swift,Snow On The Beach (feat. Lana Del Rey),-,8,10,,,,,1
80,down,Tina Turner,What's Love Got to Do With It (2015 Remastered Version),41,41,2,,,,,1
81,-,Rammstein,DEUTSCHLAND,-,81,1,,,,,2
82,-,Ida Laurberg & andreas odbjerg,Jeg Ka' Rigtig Godt Li' Dig,-,1,1,,,,,3
83,down,Post Malone,Mourning,49,49,3,,,,,2
84,-,Rammstein,Du hast,-,84,1,,,,,2
85,down,Tom Odell,Another Love,64,13,52,,,,,2
86,-,Zara Larsson,Can't Tame Her,-,48,1,,,,,1
87,-,Sivas,Jeg ka li hvordan du gør det. (feat. Artigeardit),-,87,1,,,,,2
88,-,George Ezra,Green Green Grass,-,46,21,,,,,2
89,-,Christopher,Hope This Song Is For You (From the Netflix Film ‘A Beautiful Life’),-,11,1,,,,,2
90,down,Tina Turner,Proud Mary,60,60,2,,,,,1
91,-,Christopher,A Beautiful Life (From the Netflix Film ‘A Beautiful Life’),-,3,1,,,,,2
92,-,Christopher,Honey I��m So High (From the Netflix Film ��A Beautiful Life��),-,11,1,,,,,2
93,down,Tina Turner,The Best,70,70,2,,,,,1
94,-,Sauwestari,Uerisimaartitaaneq,-,63,1,,,,,3
95,-,Rammstein,Sonne,-,95,1,,,,,2
96,up,Harry Styles,Watermelon Sugar,97,4,106,85,2019-11-17,2,2020-08-23,2
97,down,The Minds Of 99,Alle Skuffer Over Tid,74,13,112,,,,,2
98,down,Ukendt Kunstner,Interlude,47,15,4,,,,,2
99,down,Alessandra,Queen of Kings,53,34,3,,,,,1
100,down,ICEKIID,Errudumellahvad,80,2,87,,,,,2
