Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,Gender
63,down,Ricky Rich & ARAM Mafia,Habibi,52,52,4,,,,,2
64,down,Fireboy DML & Ed Sheeran,Peru,54,44,4,,,,,2
65,down,Elsie Bay,Death Of Us,40,40,3,,,,,1
66,up,Ruth B.,Dandelions,66,66,3,,,,,1
67,-,Madrugada,Nobody Loves You Like I Do,-,39,3,,,,,2
68,-,Madrugada,Help Yourself To Me,-,41,1,,,,,2
69,-,Madrugada,Call My Name,-,29,1,,,,,2
70,-,Madrugada,Running From The Love Of Your Life,-,55,1,,,,,2
71,-,Madrugada,Stabat Mater,-,56,1,,,,,2
72,down,Olivia Rodrigo,good 4 u,42,1,36,,,,,1
73,down,Gabry Ponte & LUM!X & Prezioso,Thunder,43,11,21,,,,,2
74,-,Madrugada,Slowly Turns The Wheel,-,59,1,,,,,2
75,down,Tate McRae,feel like shit,62,34,10,,,,,1
76,down,Sondre Justad,Pause fra mæ sjøl,59,34,8,,,,,2
77,-,Madrugada,Dreams At Midnight,-,65,4,,,,,2
78,-,Madrugada,Imagination,-,68,1,,,,,2
79,-,Highasakite,Atomic Sparks,-,57,1,,,,,3
80,down,AURORA,Exhale Inhale,76,76,2,,,,,1
81,down,Juice WRLD & Justin Bieber,Wandered To LA,44,44,6,,,,,2
82,down,Swedish House Mafia & The Weeknd,Moth To A Flame,45,9,13,,,,,2
83,-,Emma Steinbakken,Hopelessly Hopeless,-,14,1,,,,,1
84,-,Highasakite,Keep It Alive,-,66,1,,,,,3
85,down,Fleetwood Mac,Go Your Own Way,81,42,6,,,,,3
86,down,Lost Frequencies & Calum Scott,Where Are You Now,68,16,18,,,,,2
87,-,Highasakite,Love Him Anyway,-,42,5,,,,,3
88,-,Madrugada,Empire Blues,-,88,1,,,,,2
89,-,Lil Nas X,THATS WHAT I WANT,-,5,14,,,,,2
90,-,Highasakite,Under the Same Sky,-,80,1,,,,,3
91,-,Madrugada,You Promised To Wait For Me,-,91,1,,,,,2
92,down,AURORA,Artemis,83,83,2,,,,,1
93,-,Highasakite,Tell Her Yourself,-,48,6,,,,,3
94,down,AURORA,Blood In the Wine,82,82,2,,,,,1
95,down,AURORA,This Could Be a Dream,84,84,2,,,,,1
96,-,Halva Priset,Kompis,-,20,1,,,,,2
97,-,Cat Burns,Go,-,54,1,,,,,1
98,-,Madrugada,The World Could Be Falling Down,-,98,1,,,,,2
99,-,Subwoolfer,Give That Wolf A Banana,-,2,2,,,,,2
100,down,TIX & Hver gang vi møtes,Sov Godt (Maj Britt Andersen sin dag),49,49,3,,,,,3
