Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,Gender
49,down,Marcus & Martinus & Alex Rose,Belinda,48,13,18,,,,,2
50,down,P!nk & Willow Sage Hart,Cover Me In Sunshine,43,9,25,96,2021-04-11,41,2021-05-16,1
51,down,ABBA,I Still Have Faith In You,35,6,5,,,,,3
52,up,The Weeknd & Ariana Grande,Save Your Tears (Remix),52,3,24,76,2021-04-25,2,2021-05-02,3
53,up,Olivia Rodrigo,traitor,54,6,20,,,,,1
54,down,Doja Cat,Kiss Me More (feat. SZA),39,1,26,9,2021-04-18,1,2021-05-16,1
55,down,Måneskin,Beggin,44,3,18,,,,,3
56,down,Drake,Knife Talk (feat. 21 Savage & Project Pat),55,29,5,,,,,2
57,down,Spårtsklubben,Puppastemning,49,33,4,,,,,3
58,up,Emma Steinbakken,Jeg glemmer deg aldri (fra Rådebank),59,1,33,,,,,1
59,down,Lady Gaga & Bradley Cooper,Shallow,47,9,96,25,2019-10-06,25,2019-10-06,3
60,down,Becky Hill & David Guetta,Remember,58,26,15,,,,,3
61,down,Måneskin,I WANNA BE YOUR SLAVE,60,2,19,,,,,3
62,up,Tones and I,Dance Monkey,69,1,98,6,2019-10-06,1,2019-11-10,1
63,down,CKay,love nwantiti (feat. ElGrande Toto) [North African Remix],37,36,3,,,,,2
64,down,Highasakite,Tell Her Yourself,57,48,5,,,,,3
65,up,Madrugada,Dreams At Midnight,77,65,2,,,,,2
66,up,Lewis Capaldi,Someone You Loved,68,3,77,4,2019-10-06,4,2019-10-06,2
67,down,Charli XCX,Good Ones,66,54,4,,,,,1
68,up,PinkPantheress,Pain,90,68,2,,,,,1
69,down,Olivia Rodrigo,drivers license,67,1,37,1,2021-01-17,1,2021-01-17,1
70,-,Sleepy Hallow,2055,-,59,3,,,,,2
71,up,Skinny Days & CLMD & JOP,You Don't Have a Heart,88,54,2,,,,,2
72,-,Coldplay,Viva La Vida,-,8,16,,,,,2
73,down,Kanye West,Jail,42,5,5,,,,,2
74,down,Alan Walker & Georgia Ku,Don't You Hold Me Down,50,33,6,,,,,3
75,up,Kris Winther & LamboLaz & SuperJonny,Barock 2021 (Nesbrurussen) [feat. Lil Holmie & Rapposaurus Rex],92,40,2,,,,,2
76,down,Clinton Kane,I GUESS I'M IN LOVE,73,46,6,,,,,2
77,down,The Weeknd,Save Your Tears,76,2,42,80,2020-03-22,1,2021-03-21,2
78,-,Tom Odell,Another Love,-,12,14,,,,,2
79,up,Dua Lipa,Levitating,86,49,10,74,2020-04-05,74,2020-04-05,1
80,-,Justin Bieber,Peaches (feat. Daniel Caesar & GIVĒON),-,1,25,56,2021-03-21,1,2021-03-28,2
81,-,PinkPantheress,Just for me,-,76,1,,,,,1
82,down,Harry Styles,Watermelon Sugar,71,4,83,85,2019-11-17,2,2020-08-23,2
83,-,Chris Holsten & Frida Ånnevik,Hvis verden,-,19,34,,,,,3
84,down,Taylor Swift,Wildest Dreams,81,81,2,,,,,1
85,-,Beyoncé,Crazy in Love (feat. Jay-Z),-,85,1,,,,,3
86,-,Riton & Nightcrawlers,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],-,25,23,72,2021-03-07,18,2021-05-16,2
87,-,Billie Eilish,No Time To Die,-,2,13,78,2020-02-16,7,2020-02-23,1
88,down,Kjartan Lauritzen,Stoppe oss no,80,80,2,,,,,2
89,up,Queen,Bohemian Rhapsody,98,63,5,,,,,2
90,-,Coolio,Gangsta's Paradise (feat. L.V.),-,90,1,,,,,2
91,-,Avicii,Wake Me Up,-,88,3,,,,,2
92,-,Ed Sheeran,Shape of You,-,40,18,94,2020-01-05,94,2020-01-05,2
93,-,Vance Joy,Riptide,-,59,14,,,,,2
94,up,Whitney Houston & Clean Bandit,How Will I Know,94,94,2,,,,,3
95,-,LISA,MONEY,-,21,1,,,,,1
96,down,Kanye West,Off The Grid,61,4,5,,,,,2
97,down,CLMD & Broiler & Torine,All My Friends,83,15,16,,,,,3
98,down,Kanye West,Moon,65,6,5,,,,,2
99,-,Sia,Cheap Thrills (feat. Sean Paul),-,73,8,,,,,3
100,-,Meek Mill,Intro (Hate On Me),-,100,1,,,,,2
