Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,Gender
27,up,The Weeknd,Blinding Lights,42,1,245,94,2019-12-01,1,2020-03-01,2
28,down,Sabrina Carpenter,Bed Chem,24,15,6,,,,,1
29,up,Ane Norum Kvistad & BlimE!,BlimE! - Ferdig Snakka,31,29,13,,,,,3
30,down,Rakkere,24/7,23,3,16,,,,,2
31,down,Eminem,Houdini,26,1,18,,,,,2
32,up,Billie Eilish,LUNCH,32,1,20,,,,,1
33,up,Ari Bajgora,Utested,38,26,14,,,,,2
34,down,Tigergutt101,Dans Med Meg,29,7,25,,,,,2
35,up,Sarettii,I Might,36,35,2,,,,,2
36,up,Myles Smith,Stargazing,48,27,19,,,,,2
37,up,Billie Eilish,CHIHIRO,41,2,20,,,,,1
38,down,Gracie Abrams,I Love You I'm Sorry,35,7,8,,,,,1
39,up,Alphaville,Forever Young,40,19,11,,,,,3
40,down,*NSYNC,Bye Bye Bye,33,19,9,,,,,2
41,down,Adele,Someone Like You,37,32,31,,,,,1
42,down,Charli XCX,Apple,39,23,10,,,,,1
43,up,Taylor Swift,Cruel Summer,44,5,67,,,,,1
44,up,Taylor Swift,Fortnight (feat. Post Malone),46,1,24,,,,,3
45,up,Adele,Set Fire to the Rain,45,32,67,,,,,1
46,up,DJ Momo,Badebussen (feat. Kjartan Lauritzen),49,1,66,,,,,2
47,up,Tigergutt101,Se på meg,47,13,15,,,,,2
48,up,Bausa & Amara,Sølvskje,50,8,25,,,,,3
49,-,The Weeknd & Playboi Carti,Timeless,-,4,1,,,,,2
50,up,Soppgirobygget,Viva La Vida,51,37,17,,,,,2
51,up,Miley Cyrus,Flowers,53,1,89,,,,,1
52,up,Clean Bandit,Symphony (feat. Zara Larsson),90,52,2,,,,,3
53,up,David Guetta & Bebe Rexha,I'm Good (Blue),57,1,75,,,,,3
54,up,Ed Sheeran,Perfect,61,33,108,73,2019-10-06,58,2019-10-20,2
55,down,Søte og Rare Gutter & Mannschaft,Bærum Bitches (Mannschaft),52,3,31,,,,,2
56,up,Coldplay,A Sky Full of Stars,59,18,29,,,,,2
57,up,Travis Scott,FE!N,62,11,18,,,,,2
58,-,LINKIN PARK,Heavy Is the Crown,-,34,1,,,,,3
59,-,Chappell Roan,HOT TO GO!,-,59,1,,,,,1
60,up,Lord Huron,The Night We Met,66,53,28,,,,,2
61,down,Dasha,Austin,58,15,29,,,,,1
62,up,Jimin,Who,65,33,10,,,,,2
63,down,Ariana Grande,One Last Time,30,30,3,,,,,1
64,down,Coldplay,Yellow,63,24,25,,,,,2
65,up,Future,TOO FAST,85,65,2,,,,,2
66,down,Tate McRae,greedy,56,1,50,,,,,1
67,up,Tom Odell,Another Love,87,12,135,,,,,2
68,up,Ariana Grande,we can't be friends (wait for your love),74,1,30,,,,,1
69,down,Adele,Skyfall,60,52,6,,,,,1
70,down,Coldplay,feelslikeimfallinginlove,54,7,15,,,,,1
71,-,Ballinciaga,AYT,-,10,1,,,,,2
72,up,The Goo Goo Dolls,Iris,76,52,8,,,,,2
73,down,AC/DC,Thunderstruck,70,70,10,70,2019-11-17,63,2019-12-08,2
74,down,Rihanna,Stay (feat. Mikky Ekko),72,57,3,,,,,1
75,down,Artemas,i like the way you kiss me,67,4,27,,,,,2
76,down,Sabrina Carpenter,Juno,68,23,6,,,,,1
77,up,Dua Lipa,New Rules,78,54,22,,,,,1
78,up,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),91,49,16,,,,,3
79,-,Lady Gaga,Happy Mistake,-,30,1,,,,,1
80,-,Kygo & Imagine Dragons,Stars Will Align,-,18,1,,,,,2
81,-,Addison Rae,Diet Pepsi,-,44,1,,,,,1
82,up,Tigergutt101 & A36,Ring meg opp,83,82,2,,,,,2
83,up,Billie Eilish,THE GREATEST,89,9,16,,,,,1
84,-,Ramón,Track 12 (feat. Jonas Benyoub),-,39,1,,,,,2
85,down,Future,TEFLON DON,84,84,2,,,,,2
86,down,Zara Larsson,Lush Life,75,32,31,,,,,1
87,down,Frank Ocean,Pink + White,64,64,12,,,,,2
88,-,Cigarettes After Sex,Apocalypse,-,75,1,,,,,2
89,up,Teddy Swims,The Door,92,65,2,,,,,2
90,-,Anna Lille,Movie Star,-,68,1,,,,,1
91,-,Taylor Swift,Lover,-,48,34,38,2019-10-06,27,2019-11-03,1
92,down,Elton John,Rocket Man (I Think It's Going to Be a Long Long Time),82,82,6,,,,,2
93,down,Adele,Love in the Dark,79,30,10,,,,,1
94,-,lille Caesar,prestekrage (lille mann),-,94,1,,,,,2
95,down,UNDERGRUNN,Italia,81,1,127,,,,,2
96,up,Coldplay,Fix You,97,32,12,,,,,2
97,-,Travis Scott,HIGHEST IN THE ROOM,-,7,18,35,2019-10-06,2,2019-10-13,2
98,-,Ed Sheeran,Shape of You,-,40,79,94,2020-01-05,94,2020-01-05,2
99,down,UNDERGRUNN,Tenke Sjæl,80,1,23,,,,,2
100,down,Karpe & Kaifi Khalil & Delara,Piya Piya Calling (feat. The Quick Style),55,3,14,,,,,3
