Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,Gender
49,up,Glass Animals,Heat Waves,57,2,48,75,2021-02-28,71,2021-03-07,2
50,down,AIBA,Sympati,46,4,13,,,,,2
51,up,Ed Sheeran,Bad Habits,56,1,49,,,,,2
52,down,Ramon,ok jeg lover,37,1,15,,,,,2
53,down,Sigrid,Bad Life,30,15,6,,,,,1
54,up,Halva Priset & Maria Mena,Den fineste Chevy'n,78,4,64,,,,,3
55,down,Lauren Spencer-Smith,Flowers,49,11,7,,,,,1
56,up,Ed Sheeran,Shivers,84,2,38,,,,,2
57,up,Yung Slippy,Lekeland 2022,66,22,11,,,,,2
58,up,Chris Holsten,Smilet i ditt eget speil,68,5,64,,,,,2
59,-,Ava Max,Maybe You’re The Problem,-,48,4,,,,,1
60,down,Kendrick Lamar,Father Time (feat. Sampha),19,9,3,,,,,2
61,up,Tom Odell,Another Love,82,12,29,,,,,2
62,down,Kendrick Lamar,United In Grief,20,6,3,,,,,2
63,down,Kendrick Lamar,Rich Spirit,23,14,3,,,,,2
64,up,Ballinciaga & Kevin Lauren,Loud Luxury 2022,76,4,31,,,,,2
65,up,Adele,Easy On Me,95,1,33,,,,,1
66,down,Sigrid,A Driver Saved My Life,25,25,3,,,,,1
67,down,Kendrick Lamar & Kodak Black,Silent Hill,27,23,3,,,,,2
68,-,Emma Steinbakken,Jeg glemmer deg aldri (fra Rådebank),-,1,56,,,,,1
69,down,The Kid LAROI,Thousand Miles,58,14,6,,,,,2
70,-,Dutty Dior & Arif,søvnløs i shibuya,-,70,1,,,,,2
71,-,Cezinando,Kokt à la mode,-,20,1,,,,,2
72,-,Stephen Sanchez,Until I Found You,-,51,1,,,,,2
73,down,Kendrick Lamar,Worldwide Steppers,29,16,3,,,,,2
74,-,The Weeknd,Blinding Lights,-,1,129,94,2019-12-01,1,2020-03-01,2
75,-,Sebastian Zalo,Lykkelig uten meg,-,75,1,,,,,2
76,down,Kendrick Lamar,Count Me Out,38,24,3,,,,,2
77,-,Harry Styles,Watermelon Sugar,-,4,89,85,2019-11-17,2,2020-08-23,2
78,-,Cezinando,Adjø, farvel,-,78,1,,,,,2
79,-,Cezinando,De miserable,-,79,1,,,,,2
80,down,Kygo,Freeze,41,41,3,,,,,2
81,-,Lost Frequencies & Calum Scott,Where Are You Now,-,16,34,,,,,2
82,-,Halva Priset,Konge på bøgda,-,82,2,,,,,2
83,-,Dagny,Somebody,-,4,90,,,,,1
84,-,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers),-,47,11,,,,,2
85,-,Cezinando,Verdens smarteste person,-,85,1,,,,,2
86,-,Cezinando,Baby boss,-,86,1,,,,,2
87,-,Calvin Harris & Dua Lipa & Young Thug,Potion,-,29,1,,,,,3
88,-,Kanye West & XXXTENTACION,True Love,-,49,1,,,,,2
89,-,Fleetwood Mac,Go Your Own Way,-,42,20,,,,,3
90,-,Tones and I,Dance Monkey,-,1,110,6,2019-10-06,1,2019-11-10,1
91,-,Khalid,Skyline,-,91,1,,,,,2
92,-,Sia,Unstoppable,-,45,13,81,2019-11-10,81,2019-11-10,1
93,-,Elton John,Rocket Man (I Think It's Going to Be a Long Long Time),-,82,1,,,,,2
94,-,Tiësto & Ava Max,The Motto,-,14,29,,,,,3
95,down,Kendrick Lamar & Baby Keem & Sam Dew,Savior,43,31,3,,,,,2
96,down,Kendrick Lamar & Taylour Paige,We Cry Together,47,22,3,,,,,3
97,-,Lady Gaga,Hold My Hand (Music From The Motion Picture Top Gun: Maverick),-,42,1,,,,,1
98,-,Rammstein,Zeit,-,24,3,,,,,2
99,-,Benson Boone,GHOST TOWN,-,2,30,,,,,2
100,down,Kendrick Lamar,Rich (Interlude),48,26,3,,,,,2
