Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,Gender
53,-,Zara Larsson & David Guetta,On My Love,-,40,1,,,,,3
54,up,Lewis Capaldi,Someone You Loved,58,3,112,4,2019-10-06,4,2019-10-06,2
55,up,Martin Lilleberg,BlimE! - Sveve Høyt,62,55,2,,,,,2
56,up,Kylie Minogue,Hold On To Now,76,56,2,,,,,1
57,up,UNDERGRUNN,Egoland,59,9,24,,,,,2
58,up,Lana Del Rey,Summertime Sadness,65,57,13,,,,,1
59,up,Sia,Unstoppable,91,45,60,81,2019-11-10,81,2019-11-10,1
60,down,Kaizers Orchestra,Hjerteknuser,46,1,23,,,,,2
61,down,Lord Huron,The Night We Met,53,53,4,,,,,2
62,up,XXXTENTACION,I don’t let go,63,6,11,,,,,2
63,up,Tom Odell,Black Friday,93,63,2,,,,,2
64,-,Westbound & Roc Mul & Generalen,Dønski Pikken (Scooby),-,64,1,,,,,2
65,down,Adele,Someone Like You,61,32,9,,,,,1
66,down,Rihanna,Diamonds,56,56,5,,,,,1
67,up,XXXTENTACION,BAD!,69,8,11,,,,,2
68,up,Kylie Minogue,Tension,82,68,2,,,,,1
69,up,Taylor Swift,Shake It Off,78,53,10,,,,,1
70,down,Karpe & Omar Sheriff & The Quick Style,Meri Jaan (feat. Mo Ayn) [LePark Studio Milan],49,7,20,,,,,2
71,down,Coldplay,Yellow,54,24,17,,,,,2
72,down,XXXTENTACION,Guardian angel,71,9,10,,,,,2
73,-,Taylor Swift,Style,-,45,12,,,,,1
74,down,Aden Foyer,Galileo Galilei,40,40,3,,,,,2
75,down,Ballinciaga,En Shot,68,8,35,,,,,2
76,-,Ed Sheeran,American Town,-,47,1,,,,,2
77,-,Ed Sheeran,Magical,-,75,1,,,,,2
78,-,Alessandra,Bad Bitch,-,78,1,,,,,1
79,up,Swank Mami,I Saw U,90,79,2,,,,,1
80,-,The Rolling Stones,Sweet Sounds Of Heaven,-,46,1,,,,,2
81,-,U2,Atomic City,-,81,1,,,,,2
82,-,Alan Walker & Dash Berlin & Vikkstar,Better Off (Alone Pt. III),-,43,1,,,,,2
83,up,Lana Del Rey,Video Games (Remastered),95,60,6,,,,,1
84,down,Oscar Blesson & Rambow,Monique (Oscar Blesson x Rambow),72,72,2,,,,,2
85,down,Imagine Dragons,Believer,75,75,10,,,,,2
86,up,Emma Steinbakken,Jeg glemmer deg aldri (fra Rådebank),92,1,109,,,,,1
87,up,Troye Sivan,Got Me Started,88,51,2,,,,,2
88,down,Olivia Rodrigo,the grudge,44,27,4,,,,,1
89,down,Kaarija,Cha Cha Cha,57,2,21,,,,,2
90,down,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),67,49,2,,,,,3
91,down,XXXTENTACION,Introduction,77,14,10,,,,,2
92,down,Alessandra,Queen of Kings,89,2,36,,,,,1
93,down,Emma Steinbakken & Hver gang vi møtes,Delilah,80,3,31,,,,,3
94,-,Fleetwood Mac,Go Your Own Way,-,45,40,,,,,3
95,down,David Guetta & Bebe Rexha,I'm Good (Blue),94,1,58,,,,,3
96,up,Ingebjørg Bratland & Odd Nordstoga,Heimlandsong,97,96,2,,,,,3
97,-,Ed Sheeran,England,-,97,1,,,,,2
98,down,XXXTENTACION,what are you so afraid of,74,22,11,,,,,2
99,down,Billie Eilish,when the party's over,79,21,63,99,2019-12-29,27,2020-02-02,1
100,-,Justin Timberlake,Mirrors,-,100,1,,,,,2
