Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,Gender
46,up,Robin Schulz,All We Got (feat. KIDDO),52,40,3,68,2021-01-17,43,2021-01-31,2
47,down,Ofenbach & Quaterhead,Head Shoulders Knees & Toes (feat. Norma Jean Martine),40,40,5,,,,,3
48,-,Hver gang vi møtes & Agnete,En kasse pils alene,-,33,1,,,,,3
49,down,BTS,Dynamite,43,12,23,96,2020-08-23,2,2020-08-30,2
50,down,Shawn Mendes,Monster,33,4,11,92,2020-11-22,4,2020-11-29,2
51,up,Dua Lipa,Don't Start Now,60,2,58,19,2019-11-03,3,2020-01-05,1
52,down,Julie Bergan,We're Coming Up,36,36,4,,,,,1
53,down,Stig Brenner & Unge Ferrari,Når Alt Ikke Er Nok (feat. Molly Sandén),39,29,4,,,,,3
54,down,Lil Nas X,HOLIDAY,41,23,11,68,2020-11-22,35,2020-12-06,2
55,down,Harry Styles,Watermelon Sugar,45,4,49,85,2019-11-17,2,2020-08-23,2
56,down,Joel Corry,Head & Heart (feat. MNEK),42,19,26,99,2020-07-26,16,2020-09-20,2
57,-,Hver gang vi møtes & Arne Hurlen,Alle gutta,-,57,1,,,,,3
58,up,Billie Eilish,bad guy,66,5,60,5,2019-10-06,5,2019-10-06,1
59,up,Zoe Wees,Girls Like Us,69,52,2,,,,,1
60,down,Pop Smoke,For the Night (feat. Lil Baby & DaBaby),49,8,28,74,2020-07-05,5,2020-07-12,2
61,down,Ariana Grande,34+35 (Remix) [feat. Doja Cat & Megan Thee Stallion],48,48,3,37,2021-01-24,37,2021-01-24,1
62,down,Billie Eilish,everything i wanted,58,1,61,53,2019-11-17,3,2019-11-24,1
63,up,Billie Eilish,when the party's over,79,21,42,99,2019-12-29,27,2020-02-02,1
64,down,Tones And I,Fly Away,51,42,4,,,,,1
65,down,Lewis Capaldi,Bruises,61,28,45,,,,,2
66,-,Morgan Sulele & Ulrikke,Hver gang jeg ser deg,-,61,1,,,,,3
67,-,Tate McRae,rubberband,-,45,1,,,,,1
68,down,Saweetie,Best Friend (feat. Doja Cat),59,59,3,35,2021-01-17,35,2021-01-17,1
69,-,Masked Wolf,Astronaut In The Ocean,-,15,1,60,2021-02-07,6,2021-04-04,2
70,down,Zara Larsson,Talk About Love (feat. Young Thug),55,47,4,,,,,3
71,-,Stavangerkameratene,Barndomsgater,-,59,1,,,,,2
72,-,Freddy Kalas,Alt Blir Bra,-,48,1,,,,,2
73,up,Duncan Laurence,Arcade,75,20,2,88,2021-02-28,69,2021-03-14,2
74,up,SAINt JHN,Roses (Imanbek Remix),97,5,45,97,2020-01-12,7,2020-05-10,2
75,down,Miley Cyrus,Midnight Sky,63,16,23,14,2020-08-23,12,2020-10-25,1
76,down,Internet Money & Gunna,Lemonade (feat. Don Toliver & NAV),53,2,23,61,2020-08-23,8,2020-10-04,2
77,-,NOTD & Catello,Nobody,-,77,1,,,,,2
78,up,Dean Lewis,Be Alright,78,64,16,,,,,2
79,-,Dua Lipa,Physical,-,7,33,48,2020-02-02,15,2020-04-12,1
80,-,Hozier,Take Me to Church,-,67,2,,,,,2
81,-,Hver gang vi møtes & Hkeem,Hjem til deg,-,81,1,,,,,3
82,down,Matoma & Emma Steinbakken,WOW,44,10,11,,,,,3
83,down,Billie Eilish & Khalid,lovely,73,53,28,62,2020-02-02,62,2020-02-02,3
84,-,Alan Walker,Sorry (feat. ISÁK),-,8,1,,,,,2
85,-,Rat City & Dagny,BAD,-,13,1,,,,,3
86,up,JP Saxe,If the World Was Ending (feat. Julia Michaels),94,11,58,99,2020-01-12,49,2020-06-21,3
87,down,Hver gang vi møtes & Trygve Skaug,Voksesmerter,57,57,2,,,,,3
88,-,The Neighbourhood,Sweater Weather,-,52,1,77,2021-01-10,63,2021-02-07,2
89,up,Chris Holsten & Frida Ånnevik,Hvis verden,91,19,31,,,,,3
90,-,Hver gang vi møtes & Maria Mena,Ghettoparasitt,-,6,1,,,,,3
91,down,Victor Sotberg,BlimE! - Ser Deg,62,6,22,,,,,2
92,down,Juice WRLD & The Kid LAROI,Reminds Me of You,56,53,4,100,2020-12-20,100,2020-12-20,2
93,down,Anne-Marie & KSI & Digital Farm Animals,Don't Play,71,71,3,,,,,3
94,-,Mabel,Don't Call Me Up,-,49,12,95,2019-10-13,95,2019-10-13,1
95,down,Sia,Snowman,72,2,10,57,2020-12-20,11,2020-12-27,1
96,-,Seeb & K CAMP & Tim North,Run It Up (feat. Marty James),-,54,1,,,,,2
97,-,Meduza,Paradise (feat. Dermot Kennedy) [Acoustic],-,97,1,,,,,2
98,-,Hver gang vi møtes & Trygve Skaug,En godt stekt pizza,-,98,1,,,,,3
99,-,Sia,Cheap Thrills (feat. Sean Paul),-,73,2,,,,,3
100,-,Hver gang vi møtes & Hanne Krogh,En siste gang,-,100,1,,,,,3
