Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,Gender
33,down,FIFTY FIFTY,Cupid (Twin Version),28,24,6,,,,,1
34,up,Coldplay,Viva La Vida,37,8,55,,,,,2
35,up,SZA,Kill Bill,36,3,25,,,,,1
36,up,Ballinciaga,kjære 2045,70,36,2,,,,,2
37,up,Ballinciaga,døra,71,37,2,,,,,2
38,up,Ballinciaga,om vi bare...,74,38,2,,,,,2
39,down,Hagle & BEK & Moberg,Danse på panseret,35,35,3,,,,,2
40,down,Chris Holsten,Rekk opp hånda,33,33,3,,,,,2
41,up,Albin Lee Meldau,Josefin,49,36,6,,,,,2
42,up,Ballinciaga,En Shot,48,8,18,,,,,2
43,down,RAYE,Escapism. (feat. 070 Shake),42,2,28,,,,,1
44,up,lille Caesar,brenner,44,44,3,,,,,2
45,up,PinkPantheress & Ice Spice,Boy's a liar Pt. 2,45,7,17,,,,,1
46,up,Mae Muller,I Wrote A Song,47,25,4,,,,,1
47,up,Lil Durk,All My Life (feat. J. Cole),57,47,4,,,,,2
48,down,Post Malone,Chemical,39,21,8,,,,,2
49,up,JVKE,Golden Hour,51,19,31,,,,,1
50,-,Dua Lipa,Dance The Night,-,1,1,,,,,1
51,-,Emma Steinbakken,Used to love you,-,34,1,,,,,1
52,up,Adele,Set Fire to the Rain,53,32,19,,,,,1
53,down,UNDERGRUNN,Lenge Leve,46,12,8,,,,,2
54,up,Sam Smith & Kim Petras,Unholy,54,2,37,,,,,3
55,up,Aden Foyer,The Ballet Girl,55,17,20,,,,,2
56,up,Astrid S,Darkest Hour,100,31,7,,,,,1
57,down,Tom Odell,Another Love,56,12,82,,,,,2
58,-,Taylor Swift,Snow On The Beach (feat. Lana Del Rey),-,3,7,,,,,1
59,up,Sia,Unstoppable,59,45,47,81,2019-11-10,81,2019-11-10,1
60,up,Ballinciaga,god dag,76,60,2,,,,,2
61,-,Jonas Benyoub,555,-,54,1,,,,,2
62,up,Ballinciaga,vi mot verden,79,62,2,,,,,2
63,up,Emma Steinbakken,Jeg glemmer deg aldri (fra Rådebank),73,1,98,,,,,1
64,down,Bad Bunny,WHERE SHE GOES,30,30,3,,,,,2
65,up,Broiler & Hjorterud Allé,1,72,39,8,,,,,2
66,-,The Weeknd & Playboi Carti & Madonna,Popular,-,14,1,,,,,3
67,down,Lana Del Rey,Say Yes To Heaven,43,43,3,,,,,1
68,-,Ed Sheeran,Shivers,-,2,59,,,,,2
69,down,Isah & Maria Mena & Hver gang vi møtes,Alt du vil ha,52,2,22,,,,,3
70,up,Taylor Swift,Hits Different,89,70,2,,,,,1
71,-,Foo Fighters,Show Me How,-,71,1,,,,,2
72,-,Dave & Central Cee,Sprinter,-,1,1,,,,,2
73,-,Beyoncé,CUFF IT,-,13,19,,,,,1
74,down,Ed Sheeran,Perfect,68,33,45,73,2019-10-06,58,2019-10-20,2
75,-,Capow x 2G & emma,Alt jeg ser,-,75,1,,,,,3
76,-,Julie Bergan,Waste A Tear,-,76,1,,,,,1
77,-,Harry Styles,Watermelon Sugar,-,4,101,85,2019-11-17,2,2020-08-23,2
78,down,Lewis Capaldi,Wish You The Best,63,63,6,,,,,2
79,up,Beathoven & Capow x 2G,SØR-AFRIKA,94,1,40,,,,,2
80,up,Blackie,WONDERLAND,97,39,10,,,,,2
81,-,Stig Brenner,Har du glemt meg?,-,28,1,,,,,2
82,down,Tina Turner,What's Love Got to Do With It (2015 Remastered Version),58,58,2,,,,,1
83,down,Ballinciaga,gokart,81,81,2,,,,,2
84,up,Taylor Swift,Karma (feat. Ice Spice),84,37,2,,,,,1
85,down,Noa Kirel,Unicorn,40,13,4,,,,,1
86,-,Foo Fighters,Rescued,-,83,1,,,,,2
87,down,Jonas Benyoub & Karpe,TRILLE,50,29,5,,,,,2
88,-,Halva Priset & Maria Mena,Den fineste Chevy'n,-,4,106,,,,,3
89,down,Vinni,glorie,65,6,70,,,,,2
90,-,Beathoven & TIX,LOVE </3,-,19,1,,,,,2
91,down,Ballinciaga,fuck me up,82,82,2,,,,,2
92,-,Lost Frequencies & Calum Scott,Where Are You Now,-,16,50,,,,,2
93,down,Tina Turner,Proud Mary,67,67,2,,,,,1
94,down,Chris Holsten,Smilet i ditt eget speil,93,5,107,,,,,2
95,down,Den BB & Lasse2,JETTE,80,80,2,,,,,2
96,down,Ballinciaga,city boy,83,83,2,,,,,2
97,down,Hov1,Mitten av september,90,90,2,,,,,2
98,-,Vance Joy,Riptide,-,59,19,,,,,2
99,down,Arif Murakami & Karpe,(Åh) Tåmy Tåmy - Rifla x Sheriff,92,5,22,,,,,2
100,down,Tina Turner,The Best,69,69,2,,,,,1
