Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,Gender
44,up,Benny Jamz & Gilli & Kesi,Ibiza (feat. B.O.C),46,1,50,,,,,2
45,down,andreas odbjerg,føler mig selv 100,41,21,45,,,,,2
46,down,The Kid LAROI,Thousand Miles,45,18,6,,,,,2
47,down,Branco,BLUE LAGOON,30,30,3,,,,,2
48,up,The Minds Of 99,Alle Skuffer Over Tid,56,13,68,,,,,2
49,down,Artigeardit,Hensigt,47,14,16,,,,,2
50,down,Shawn Mendes,When You're Gone,43,15,9,,,,,2
51,down,Kendrick Lamar,Father Time (feat. Sampha),11,10,3,,,,,2
52,down,andreas odbjerg,blev du fanget af noget?,51,17,19,,,,,2
53,down,Gayle,abcdefu,49,8,27,,,,,1
54,up,Lauren Spencer-Smith,Fingers Crossed,62,10,21,,,,,1
55,up,The Weeknd,Blinding Lights,55,1,130,94,2019-12-01,1,2020-03-01,2
56,down,Artigeardit & Kesi,Er Her,54,2,49,,,,,2
57,up,Lady Gaga,Hold My Hand (Music From The Motion Picture Top Gun: Maverick),83,31,3,,,,,1
58,down,Benson Boone,GHOST TOWN,52,9,32,,,,,2
59,down,Kendrick Lamar,Rich Spirit,14,13,3,,,,,2
60,down,Lukas Graham,All Of It All,59,13,15,,,,,2
61,down,Lasse Skriver,Like It,58,24,10,,,,,2
62,down,ICEKIID,DRIPPY,48,38,3,,,,,2
63,up,Lauren Spencer-Smith,Flowers,77,25,7,,,,,1
64,down,Kendrick Lamar,United In Grief,12,5,3,,,,,2
65,down,MØ,New Moon,63,26,18,,,,,1
66,up,Phlake,10 Feet,76,41,9,,,,,2
67,up,Tove Lo,No One Dies From Love,92,67,3,,,,,1
68,down,Tate McRae,she's all i wanna be,66,17,17,,,,,1
69,down,Justin Bieber,Honest (feat. Don Toliver),57,38,5,,,,,2
70,up,Charlie Puth,Light Switch,87,27,19,,,,,2
71,up,Ed Sheeran,2step (feat. Lil Baby),73,21,6,,,,,2
72,-,Artigeardit & Lamin,Vågen,-,7,1,,,,,2
73,up,RH,HYGGE MYGGE,85,35,10,,,,,2
74,down,Jack Harlow,Dua Lipa,44,44,3,,,,,2
75,down,Kendrick Lamar & Kodak Black,Silent Hill,25,21,3,,,,,2
76,-,Naja P,Naasunnguusunga,-,55,1,,,,,1
77,up,Kesi,Blå Himmel (feat. Hans Philip),89,1,63,,,,,2
78,up,Harry Styles,Watermelon Sugar,95,4,88,85,2019-11-17,2,2020-08-23,2
79,down,Kendrick Lamar,Worldwide Steppers,21,11,3,,,,,2
80,down,Post Malone,Cooped Up (feat. Roddy Ricch),65,58,3,,,,,2
81,down,Kendrick Lamar,Count Me Out,29,19,3,,,,,2
82,down,Kendrick Lamar & Baby Keem & Sam Dew,Savior,34,29,3,,,,,2
83,-,ICEKIID,Errudumellahvad,-,2,64,,,,,2
84,-,Rasmus Seebach,Livstegn,-,38,1,,,,,2
85,down,Kendrick Lamar & Taylour Paige,We Cry Together,35,16,3,,,,,3
86,down,Dave,Starlight,50,9,12,,,,,2
87,down,Kendrick Lamar & Summer Walker & Ghostface Killah,Purple Hearts,37,23,3,,,,,3
88,-,Kanye West & XXXTENTACION,True Love,-,69,1,,,,,2
89,-,Calvin Harris & Dua Lipa & Young Thug,Potion,-,75,1,,,,,3
90,-,Naja P,Anniartipparma,-,90,1,,,,,1
91,-,Jada,Don't Say My Name And Forget It Again,-,22,1,,,,,1
92,-,Naja P,Piffissaq Pigilara,-,92,1,,,,,1
93,-,Andachan,Kisivit (feat. Tûtu),-,34,2,,,,,2
94,up,Volbeat,For Evigt (feat. Johan Olsen),97,48,53,,,,,2
95,-,Jada,Dangerous,-,56,7,,,,,1
96,up,Farruko,Pepas,98,53,18,,,,,2
97,-,TopGunn,6 Liter,-,88,3,,,,,2
98,down,Måneskin,SUPERMODEL,79,79,3,,,,,3
99,-,The Minds Of 99,Som Fluer,-,5,33,,,,,2
100,down,Gilli,Miami Vicer,99,15,20,,,,,2
